file_A onset_A offset_A file_B onset_B offset_B "d(A, B)"
geo020s08a0201v01 0.782428 0.980646 geo020s08a0133v01 0.795091 1.001877 0.104215951357
geo020s08a0203v01 0.693165 0.881949 geo020s08a0133v01 0.795091 1.001877 0.0852952103115
geo020s08a0215v01 0.740317 0.927306 geo020s08a0133v01 0.795091 1.001877 0.101610233963
geo020s08a0217v01 0.797378 0.986752 geo020s08a0133v01 0.795091 1.001877 0.08670358342
geo020s08a0219v01 0.811493 1.035365 geo020s08a0133v01 0.795091 1.001877 0.103887205886
geo020s08a0240v01 0.831724 1.02012 geo020s08a0133v01 0.795091 1.001877 0.0846398398965
geo020s08a0250v01 0.640772 0.856449 geo020s08a0133v01 0.795091 1.001877 0.114454814933
geo020s08a0008v01 0.749358 0.961481 geo020s08a0137v01 0.711285 0.901406 0.0974030474114
geo020s08a0023v01 0.656796 0.913126 geo020s08a0137v01 0.711285 0.901406 0.110600997413
geo020s08a0057v01 0.774185 0.979869 geo020s08a0137v01 0.711285 0.901406 0.0934863526936
geo020s08a0059v01 0.74669 0.952843 geo020s08a0137v01 0.711285 0.901406 0.0767923004542
geo020s08a0064v01 0.646078 0.841372 geo020s08a0137v01 0.711285 0.901406 0.0742760242486
geo020s08a0068v01 0.814684 1.007574 geo020s08a0137v01 0.711285 0.901406 0.0768180468015
geo020s08a0070v01 0.663168 0.865928 geo020s08a0137v01 0.711285 0.901406 0.0776103526274
geo020s08a0082v01 0.624177 0.806174 geo020s08a0137v01 0.711285 0.901406 0.0831261148746
geo020s08a0084v01 0.632335 0.817321 geo020s08a0137v01 0.711285 0.901406 0.116826382872
geo020s08a0086v01 0.555576 0.746346 geo020s08a0137v01 0.711285 0.901406 0.101109661206
geo020s08a0087v01 0.885794 1.091383 geo020s08a0137v01 0.711285 0.901406 0.0983058025361
geo020s08a0098v01 0.697107 0.906689 geo020s08a0137v01 0.711285 0.901406 0.0946168341399
geo020s08a0105v01 0.776023 1.005891 geo020s08a0137v01 0.711285 0.901406 0.116134720138
geo020s08a0107v01 0.751399 0.94525 geo020s08a0137v01 0.711285 0.901406 0.0826070246767
geo020s08a0115v01 0.95126 1.162241 geo020s08a0137v01 0.711285 0.901406 0.1097097227
geo020s08a0116v01 0.782357 0.957425 geo020s08a0137v01 0.711285 0.901406 0.0694011854835
geo020s08a0119v01 0.898461 1.140734 geo020s08a0137v01 0.711285 0.901406 0.0839923514426
geo020s08a0120v01 0.588214 0.787455 geo020s08a0137v01 0.711285 0.901406 0.108648141662
geo020s08a0128v01 0.67874 0.848858 geo020s08a0137v01 0.711285 0.901406 0.0746307332369
geo020s08a0133v01 0.795091 1.001877 geo020s08a0137v01 0.711285 0.901406 0.110270574046
geo020s08a0141v01 0.755768 0.961358 geo020s08a0137v01 0.711285 0.901406 0.0989028107001
geo020s08a0158v01 0.90654 1.085538 geo020s08a0137v01 0.711285 0.901406 0.0947458298222
geo020s08a0192v01 0.737476 0.920889 geo020s08a0137v01 0.711285 0.901406 0.0855429345384
geo020s08a0194v01 0.658023 0.818327 geo020s08a0137v01 0.711285 0.901406 0.0763978362972
geo020s08a0197v01 0.847269 1.04311 geo020s08a0137v01 0.711285 0.901406 0.0736157400182
geo020s08a0201v01 0.782428 0.980646 geo020s08a0137v01 0.711285 0.901406 0.0709915802541
geo020s08a0203v01 0.693165 0.881949 geo020s08a0137v01 0.711285 0.901406 0.0860320676484
geo020s08a0215v01 0.740317 0.927306 geo020s08a0137v01 0.711285 0.901406 0.0774602274018
geo020s08a0217v01 0.797378 0.986752 geo020s08a0137v01 0.711285 0.901406 0.106909986312
geo020s08a0219v01 0.811493 1.035365 geo020s08a0137v01 0.711285 0.901406 0.119258367734
geo020s08a0240v01 0.831724 1.02012 geo020s08a0137v01 0.711285 0.901406 0.11667650139
geo020s08a0250v01 0.640772 0.856449 geo020s08a0137v01 0.711285 0.901406 0.0970879857231
geo020s08a0008v01 0.749358 0.961481 geo020s08a0141v01 0.755768 0.961358 0.0592911220566
geo020s08a0023v01 0.656796 0.913126 geo020s08a0141v01 0.755768 0.961358 0.100046324471
geo020s08a0057v01 0.774185 0.979869 geo020s08a0141v01 0.755768 0.961358 0.0806415281726
geo020s08a0059v01 0.74669 0.952843 geo020s08a0141v01 0.755768 0.961358 0.106197183985
geo020s08a0064v01 0.646078 0.841372 geo020s08a0141v01 0.755768 0.961358 0.110715637179
geo020s08a0068v01 0.814684 1.007574 geo020s08a0141v01 0.755768 0.961358 0.107167221439
geo020s08a0070v01 0.663168 0.865928 geo020s08a0141v01 0.755768 0.961358 0.104879747021
geo020s08a0082v01 0.624177 0.806174 geo020s08a0141v01 0.755768 0.961358 0.124486968357
geo020s08a0084v01 0.632335 0.817321 geo020s08a0141v01 0.755768 0.961358 0.0740949810714
geo020s08a0086v01 0.555576 0.746346 geo020s08a0141v01 0.755768 0.961358 0.0730492474589
geo020s08a0087v01 0.885794 1.091383 geo020s08a0141v01 0.755768 0.961358 0.109010394834
geo020s08a0098v01 0.697107 0.906689 geo020s08a0141v01 0.755768 0.961358 0.117510481216
geo020s08a0105v01 0.776023 1.005891 geo020s08a0141v01 0.755768 0.961358 0.054821460628
geo020s08a0107v01 0.751399 0.94525 geo020s08a0141v01 0.755768 0.961358 0.101271998269
geo020s08a0115v01 0.95126 1.162241 geo020s08a0141v01 0.755768 0.961358 0.0920340071662
geo020s08a0116v01 0.782357 0.957425 geo020s08a0141v01 0.755768 0.961358 0.111717665031
geo020s08a0119v01 0.898461 1.140734 geo020s08a0141v01 0.755768 0.961358 0.0958875849833
geo020s08a0120v01 0.588214 0.787455 geo020s08a0141v01 0.755768 0.961358 0.0665815013423
geo020s08a0128v01 0.67874 0.848858 geo020s08a0141v01 0.755768 0.961358 0.10854376466
geo020s08a0133v01 0.795091 1.001877 geo020s08a0141v01 0.755768 0.961358 0.101335806325
geo020s08a0137v01 0.711285 0.901406 geo020s08a0141v01 0.755768 0.961358 0.0989028107001
geo020s08a0158v01 0.90654 1.085538 geo020s08a0141v01 0.755768 0.961358 0.095701073019
geo020s08a0192v01 0.737476 0.920889 geo020s08a0141v01 0.755768 0.961358 0.0990205411974
geo020s08a0194v01 0.658023 0.818327 geo020s08a0141v01 0.755768 0.961358 0.134576207993
geo020s08a0197v01 0.847269 1.04311 geo020s08a0141v01 0.755768 0.961358 0.123956251208
geo020s08a0201v01 0.782428 0.980646 geo020s08a0141v01 0.755768 0.961358 0.106405059399
geo020s08a0203v01 0.693165 0.881949 geo020s08a0141v01 0.755768 0.961358 0.0982722115577
geo020s08a0215v01 0.740317 0.927306 geo020s08a0141v01 0.755768 0.961358 0.0998067872315
geo020s08a0217v01 0.797378 0.986752 geo020s08a0141v01 0.755768 0.961358 0.0699883344715
geo020s08a0219v01 0.811493 1.035365 geo020s08a0141v01 0.755768 0.961358 0.0651890340878
geo020s08a0240v01 0.831724 1.02012 geo020s08a0141v01 0.755768 0.961358 0.0723701379708
geo020s08a0250v01 0.640772 0.856449 geo020s08a0141v01 0.755768 0.961358 0.0944852306502
geo020s08a0008v01 0.749358 0.961481 geo020s08a0158v01 0.90654 1.085538 0.0950115898277
geo020s08a0023v01 0.656796 0.913126 geo020s08a0158v01 0.90654 1.085538 0.083881145082
geo020s08a0057v01 0.774185 0.979869 geo020s08a0158v01 0.90654 1.085538 0.0828765967884
geo020s08a0059v01 0.74669 0.952843 geo020s08a0158v01 0.90654 1.085538 0.0858074238814
geo020s08a0064v01 0.646078 0.841372 geo020s08a0158v01 0.90654 1.085538 0.0876827696869
geo020s08a0068v01 0.814684 1.007574 geo020s08a0158v01 0.90654 1.085538 0.0876576213218
geo020s08a0070v01 0.663168 0.865928 geo020s08a0158v01 0.90654 1.085538 0.0895904644673
geo020s08a0082v01 0.624177 0.806174 geo020s08a0158v01 0.90654 1.085538 0.0974496712767
geo020s08a0084v01 0.632335 0.817321 geo020s08a0158v01 0.90654 1.085538 0.111001192718
geo020s08a0086v01 0.555576 0.746346 geo020s08a0158v01 0.90654 1.085538 0.104119560445
geo020s08a0087v01 0.885794 1.091383 geo020s08a0158v01 0.90654 1.085538 0.0873395906787
geo020s08a0098v01 0.697107 0.906689 geo020s08a0158v01 0.90654 1.085538 0.0787788885973
geo020s08a0105v01 0.776023 1.005891 geo020s08a0158v01 0.90654 1.085538 0.10366670972
geo020s08a0107v01 0.751399 0.94525 geo020s08a0158v01 0.90654 1.085538 0.0787097366082
geo020s08a0115v01 0.95126 1.162241 geo020s08a0158v01 0.90654 1.085538 0.110747104434
geo020s08a0116v01 0.782357 0.957425 geo020s08a0158v01 0.90654 1.085538 0.110548986335
geo020s08a0119v01 0.898461 1.140734 geo020s08a0158v01 0.90654 1.085538 0.0729394284012
geo020s08a0120v01 0.588214 0.787455 geo020s08a0158v01 0.90654 1.085538 0.104858534571
geo020s08a0128v01 0.67874 0.848858 geo020s08a0158v01 0.90654 1.085538 0.0978889383525
geo020s08a0133v01 0.795091 1.001877 geo020s08a0158v01 0.90654 1.085538 0.0868611767302
geo020s08a0137v01 0.711285 0.901406 geo020s08a0158v01 0.90654 1.085538 0.0947458298222
geo020s08a0141v01 0.755768 0.961358 geo020s08a0158v01 0.90654 1.085538 0.095701073019
geo020s08a0192v01 0.737476 0.920889 geo020s08a0158v01 0.90654 1.085538 0.0774568397184
geo020s08a0194v01 0.658023 0.818327 geo020s08a0158v01 0.90654 1.085538 0.109911461746
geo020s08a0197v01 0.847269 1.04311 geo020s08a0158v01 0.90654 1.085538 0.092585021176
geo020s08a0201v01 0.782428 0.980646 geo020s08a0158v01 0.90654 1.085538 0.0747978523424
geo020s08a0203v01 0.693165 0.881949 geo020s08a0158v01 0.90654 1.085538 0.0697795560941
geo020s08a0215v01 0.740317 0.927306 geo020s08a0158v01 0.90654 1.085538 0.0863233231703
geo020s08a0217v01 0.797378 0.986752 geo020s08a0158v01 0.90654 1.085538 0.111071510583
geo020s08a0219v01 0.811493 1.035365 geo020s08a0158v01 0.90654 1.085538 0.105154725954
geo020s08a0240v01 0.831724 1.02012 geo020s08a0158v01 0.90654 1.085538 0.111432852357
geo020s08a0250v01 0.640772 0.856449 geo020s08a0158v01 0.90654 1.085538 0.10289855515
geo020s08a0008v01 0.749358 0.961481 geo020s08a0192v01 0.737476 0.920889 0.102418964676
geo020s08a0023v01 0.656796 0.913126 geo020s08a0192v01 0.737476 0.920889 0.103867424267
geo020s08a0057v01 0.774185 0.979869 geo020s08a0192v01 0.737476 0.920889 0.0835570347915
geo020s08a0059v01 0.74669 0.952843 geo020s08a0192v01 0.737476 0.920889 0.0890973956612
geo020s08a0064v01 0.646078 0.841372 geo020s08a0192v01 0.737476 0.920889 0.0768229525232
geo020s08a0068v01 0.814684 1.007574 geo020s08a0192v01 0.737476 0.920889 0.0850692587456
geo020s08a0070v01 0.663168 0.865928 geo020s08a0192v01 0.737476 0.920889 0.0881276462322
geo020s08a0082v01 0.624177 0.806174 geo020s08a0192v01 0.737476 0.920889 0.0989532171628
geo020s08a0084v01 0.632335 0.817321 geo020s08a0192v01 0.737476 0.920889 0.0949118467835
geo020s08a0086v01 0.555576 0.746346 geo020s08a0192v01 0.737476 0.920889 0.0895766306036
geo020s08a0087v01 0.885794 1.091383 geo020s08a0192v01 0.737476 0.920889 0.0918136085293
geo020s08a0098v01 0.697107 0.906689 geo020s08a0192v01 0.737476 0.920889 0.100752098785
geo020s08a0105v01 0.776023 1.005891 geo020s08a0192v01 0.737476 0.920889 0.101586690988
geo020s08a0107v01 0.751399 0.94525 geo020s08a0192v01 0.737476 0.920889 0.0647439240776
geo020s08a0115v01 0.95126 1.162241 geo020s08a0192v01 0.737476 0.920889 0.128440298951
geo020s08a0116v01 0.782357 0.957425 geo020s08a0192v01 0.737476 0.920889 0.112335538073
geo020s08a0119v01 0.898461 1.140734 geo020s08a0192v01 0.737476 0.920889 0.0806578911696
geo020s08a0120v01 0.588214 0.787455 geo020s08a0192v01 0.737476 0.920889 0.0927303344844
geo020s08a0128v01 0.67874 0.848858 geo020s08a0192v01 0.737476 0.920889 0.0858776116227
geo020s08a0133v01 0.795091 1.001877 geo020s08a0192v01 0.737476 0.920889 0.0819608488908
geo020s08a0137v01 0.711285 0.901406 geo020s08a0192v01 0.737476 0.920889 0.0855429345384
geo020s08a0141v01 0.755768 0.961358 geo020s08a0192v01 0.737476 0.920889 0.0990205411974
geo020s08a0158v01 0.90654 1.085538 geo020s08a0192v01 0.737476 0.920889 0.0774568397184
geo020s08a0194v01 0.658023 0.818327 geo020s08a0192v01 0.737476 0.920889 0.0779816591244
geo020s08a0197v01 0.847269 1.04311 geo020s08a0192v01 0.737476 0.920889 0.0796266582023
geo020s08a0201v01 0.782428 0.980646 geo020s08a0192v01 0.737476 0.920889 0.0820405796944
geo020s08a0203v01 0.693165 0.881949 geo020s08a0192v01 0.737476 0.920889 0.0710011567337
geo020s08a0215v01 0.740317 0.927306 geo020s08a0192v01 0.737476 0.920889 0.0859001462826
geo020s08a0217v01 0.797378 0.986752 geo020s08a0192v01 0.737476 0.920889 0.0861080801768
geo020s08a0219v01 0.811493 1.035365 geo020s08a0192v01 0.737476 0.920889 0.101118840548
geo020s08a0240v01 0.831724 1.02012 geo020s08a0192v01 0.737476 0.920889 0.0878596606533
geo020s08a0250v01 0.640772 0.856449 geo020s08a0192v01 0.737476 0.920889 0.105581019326
geo020s08a0008v01 0.749358 0.961481 geo020s08a0194v01 0.658023 0.818327 0.123795204896
geo020s08a0023v01 0.656796 0.913126 geo020s08a0194v01 0.658023 0.818327 0.115918478699
geo020s08a0057v01 0.774185 0.979869 geo020s08a0194v01 0.658023 0.818327 0.112988795982
geo020s08a0059v01 0.74669 0.952843 geo020s08a0194v01 0.658023 0.818327 0.0736582668304
geo020s08a0064v01 0.646078 0.841372 geo020s08a0194v01 0.658023 0.818327 0.0738339108026
geo020s08a0068v01 0.814684 1.007574 geo020s08a0194v01 0.658023 0.818327 0.0713250701049
geo020s08a0070v01 0.663168 0.865928 geo020s08a0194v01 0.658023 0.818327 0.073825090741
geo020s08a0082v01 0.624177 0.806174 geo020s08a0194v01 0.658023 0.818327 0.0738413367497
geo020s08a0084v01 0.632335 0.817321 geo020s08a0194v01 0.658023 0.818327 0.106057632181
geo020s08a0086v01 0.555576 0.746346 geo020s08a0194v01 0.658023 0.818327 0.104127258933
geo020s08a0087v01 0.885794 1.091383 geo020s08a0194v01 0.658023 0.818327 0.0864571545099
geo020s08a0098v01 0.697107 0.906689 geo020s08a0194v01 0.658023 0.818327 0.102874162955
geo020s08a0105v01 0.776023 1.005891 geo020s08a0194v01 0.658023 0.818327 0.120561515084
geo020s08a0107v01 0.751399 0.94525 geo020s08a0194v01 0.658023 0.818327 0.0870464201392
geo020s08a0115v01 0.95126 1.162241 geo020s08a0194v01 0.658023 0.818327 0.115915686575
geo020s08a0116v01 0.782357 0.957425 geo020s08a0194v01 0.658023 0.818327 0.0828103598758
geo020s08a0119v01 0.898461 1.140734 geo020s08a0194v01 0.658023 0.818327 0.0968317103014
geo020s08a0120v01 0.588214 0.787455 geo020s08a0194v01 0.658023 0.818327 0.104098839553
geo020s08a0128v01 0.67874 0.848858 geo020s08a0194v01 0.658023 0.818327 0.0873765138578
geo020s08a0133v01 0.795091 1.001877 geo020s08a0194v01 0.658023 0.818327 0.118589089633
geo020s08a0137v01 0.711285 0.901406 geo020s08a0194v01 0.658023 0.818327 0.0763978362972
geo020s08a0141v01 0.755768 0.961358 geo020s08a0194v01 0.658023 0.818327 0.134576207993
geo020s08a0158v01 0.90654 1.085538 geo020s08a0194v01 0.658023 0.818327 0.109911461746
geo020s08a0192v01 0.737476 0.920889 geo020s08a0194v01 0.658023 0.818327 0.0779816591244
geo020s08a0197v01 0.847269 1.04311 geo020s08a0194v01 0.658023 0.818327 0.0682127345925
geo020s08a0201v01 0.782428 0.980646 geo020s08a0194v01 0.658023 0.818327 0.0795610388053
geo020s08a0203v01 0.693165 0.881949 geo020s08a0194v01 0.658023 0.818327 0.0882614817284
geo020s08a0215v01 0.740317 0.927306 geo020s08a0194v01 0.658023 0.818327 0.0875489551078
geo020s08a0217v01 0.797378 0.986752 geo020s08a0194v01 0.658023 0.818327 0.114484954793
geo020s08a0219v01 0.811493 1.035365 geo020s08a0194v01 0.658023 0.818327 0.125661335715
geo020s08a0240v01 0.831724 1.02012 geo020s08a0194v01 0.658023 0.818327 0.120507641948
geo020s08a0250v01 0.640772 0.856449 geo020s08a0194v01 0.658023 0.818327 0.0995682218761
geo020s08a0008v01 0.749358 0.961481 geo020s08a0197v01 0.847269 1.04311 0.113540466241
geo020s08a0023v01 0.656796 0.913126 geo020s08a0197v01 0.847269 1.04311 0.10428067736
geo020s08a0057v01 0.774185 0.979869 geo020s08a0197v01 0.847269 1.04311 0.106454409328
geo020s08a0059v01 0.74669 0.952843 geo020s08a0197v01 0.847269 1.04311 0.0703112556386
geo020s08a0064v01 0.646078 0.841372 geo020s08a0197v01 0.847269 1.04311 0.0502625008637
geo020s08a0068v01 0.814684 1.007574 geo020s08a0197v01 0.847269 1.04311 0.0676108981629
geo020s08a0070v01 0.663168 0.865928 geo020s08a0197v01 0.847269 1.04311 0.0666136284031
geo020s08a0082v01 0.624177 0.806174 geo020s08a0197v01 0.847269 1.04311 0.0811756098281
geo020s08a0084v01 0.632335 0.817321 geo020s08a0197v01 0.847269 1.04311 0.111616765472
geo020s08a0086v01 0.555576 0.746346 geo020s08a0197v01 0.847269 1.04311 0.100865457978
geo020s08a0087v01 0.885794 1.091383 geo020s08a0197v01 0.847269 1.04311 0.0807727250251
geo020s08a0098v01 0.697107 0.906689 geo020s08a0197v01 0.847269 1.04311 0.083456181909
geo020s08a0105v01 0.776023 1.005891 geo020s08a0197v01 0.847269 1.04311 0.118395428529
geo020s08a0107v01 0.751399 0.94525 geo020s08a0197v01 0.847269 1.04311 0.0903251073082
geo020s08a0115v01 0.95126 1.162241 geo020s08a0197v01 0.847269 1.04311 0.109948310489
geo020s08a0116v01 0.782357 0.957425 geo020s08a0197v01 0.847269 1.04311 0.0827714502138
geo020s08a0119v01 0.898461 1.140734 geo020s08a0197v01 0.847269 1.04311 0.0740796070448
geo020s08a0120v01 0.588214 0.787455 geo020s08a0197v01 0.847269 1.04311 0.110463992659
geo020s08a0128v01 0.67874 0.848858 geo020s08a0197v01 0.847269 1.04311 0.077351141649
geo020s08a0133v01 0.795091 1.001877 geo020s08a0197v01 0.847269 1.04311 0.10489038281
geo020s08a0137v01 0.711285 0.901406 geo020s08a0197v01 0.847269 1.04311 0.0736157400182
geo020s08a0141v01 0.755768 0.961358 geo020s08a0197v01 0.847269 1.04311 0.123956251208
geo020s08a0158v01 0.90654 1.085538 geo020s08a0197v01 0.847269 1.04311 0.092585021176
geo020s08a0192v01 0.737476 0.920889 geo020s08a0197v01 0.847269 1.04311 0.0796266582023
geo020s08a0194v01 0.658023 0.818327 geo020s08a0197v01 0.847269 1.04311 0.0682127345925
geo020s08a0201v01 0.782428 0.980646 geo020s08a0197v01 0.847269 1.04311 0.0696489856589
geo020s08a0203v01 0.693165 0.881949 geo020s08a0197v01 0.847269 1.04311 0.0791687424792
geo020s08a0215v01 0.740317 0.927306 geo020s08a0197v01 0.847269 1.04311 0.0736023492676
geo020s08a0217v01 0.797378 0.986752 geo020s08a0197v01 0.847269 1.04311 0.112243304588
geo020s08a0219v01 0.811493 1.035365 geo020s08a0197v01 0.847269 1.04311 0.120876594385
geo020s08a0240v01 0.831724 1.02012 geo020s08a0197v01 0.847269 1.04311 0.11290100291
geo020s08a0250v01 0.640772 0.856449 geo020s08a0197v01 0.847269 1.04311 0.0886398237825
geo020s08a0008v01 0.749358 0.961481 geo020s08a0201v01 0.782428 0.980646 0.0986047513528
geo020s08a0023v01 0.656796 0.913126 geo020s08a0201v01 0.782428 0.980646 0.0988874415754
geo020s08a0057v01 0.774185 0.979869 geo020s08a0201v01 0.782428 0.980646 0.0932388359795
geo020s08a0059v01 0.74669 0.952843 geo020s08a0201v01 0.782428 0.980646 0.0616955536982
geo020s08a0064v01 0.646078 0.841372 geo020s08a0201v01 0.782428 0.980646 0.0648768653705
geo020s08a0068v01 0.814684 1.007574 geo020s08a0201v01 0.782428 0.980646 0.065419540726
geo020s08a0070v01 0.663168 0.865928 geo020s08a0201v01 0.782428 0.980646 0.0713114136603
geo020s08a0082v01 0.624177 0.806174 geo020s08a0201v01 0.782428 0.980646 0.0758539826505
geo020s08a0084v01 0.632335 0.817321 geo020s08a0201v01 0.782428 0.980646 0.111191196452
geo020s08a0086v01 0.555576 0.746346 geo020s08a0201v01 0.782428 0.980646 0.102777847108
geo020s08a0087v01 0.885794 1.091383 geo020s08a0201v01 0.782428 0.980646 0.0759293671342
geo020s08a0098v01 0.697107 0.906689 geo020s08a0201v01 0.782428 0.980646 0.0844289633155
geo020s08a0105v01 0.776023 1.005891 geo020s08a0201v01 0.782428 0.980646 0.112797391242
geo020s08a0107v01 0.751399 0.94525 geo020s08a0201v01 0.782428 0.980646 0.0795693472506
geo020s08a0115v01 0.95126 1.162241 geo020s08a0201v01 0.782428 0.980646 0.113557184797
geo020s08a0116v01 0.782357 0.957425 geo020s08a0201v01 0.782428 0.980646 0.0802146830073
geo020s08a0119v01 0.898461 1.140734 geo020s08a0201v01 0.782428 0.980646 0.0764432773097
geo020s08a0120v01 0.588214 0.787455 geo020s08a0201v01 0.782428 0.980646 0.107906676819
geo020s08a0128v01 0.67874 0.848858 geo020s08a0201v01 0.782428 0.980646 0.080335358153
geo020s08a0133v01 0.795091 1.001877 geo020s08a0201v01 0.782428 0.980646 0.104215951357
geo020s08a0137v01 0.711285 0.901406 geo020s08a0201v01 0.782428 0.980646 0.0709915802541
geo020s08a0141v01 0.755768 0.961358 geo020s08a0201v01 0.782428 0.980646 0.106405059399
geo020s08a0158v01 0.90654 1.085538 geo020s08a0201v01 0.782428 0.980646 0.0747978523424
geo020s08a0192v01 0.737476 0.920889 geo020s08a0201v01 0.782428 0.980646 0.0820405796944
geo020s08a0194v01 0.658023 0.818327 geo020s08a0201v01 0.782428 0.980646 0.0795610388053
geo020s08a0197v01 0.847269 1.04311 geo020s08a0201v01 0.782428 0.980646 0.0696489856589
geo020s08a0203v01 0.693165 0.881949 geo020s08a0201v01 0.782428 0.980646 0.0622970526694
geo020s08a0215v01 0.740317 0.927306 geo020s08a0201v01 0.782428 0.980646 0.0676356768184
geo020s08a0217v01 0.797378 0.986752 geo020s08a0201v01 0.782428 0.980646 0.111230565876
geo020s08a0219v01 0.811493 1.035365 geo020s08a0201v01 0.782428 0.980646 0.117256501865
geo020s08a0240v01 0.831724 1.02012 geo020s08a0201v01 0.782428 0.980646 0.111064114975
geo020s08a0250v01 0.640772 0.856449 geo020s08a0201v01 0.782428 0.980646 0.0891415888947
geo020s08a0008v01 0.749358 0.961481 geo020s08a0203v01 0.693165 0.881949 0.0897453911049
geo020s08a0023v01 0.656796 0.913126 geo020s08a0203v01 0.693165 0.881949 0.0884295398648
geo020s08a0057v01 0.774185 0.979869 geo020s08a0203v01 0.693165 0.881949 0.080780591725
geo020s08a0059v01 0.74669 0.952843 geo020s08a0203v01 0.693165 0.881949 0.0657878735511
geo020s08a0064v01 0.646078 0.841372 geo020s08a0203v01 0.693165 0.881949 0.0794271930673
geo020s08a0068v01 0.814684 1.007574 geo020s08a0203v01 0.693165 0.881949 0.0695672384274
geo020s08a0070v01 0.663168 0.865928 geo020s08a0203v01 0.693165 0.881949 0.0715871605426
geo020s08a0082v01 0.624177 0.806174 geo020s08a0203v01 0.693165 0.881949 0.0907044813519
geo020s08a0084v01 0.632335 0.817321 geo020s08a0203v01 0.693165 0.881949 0.104234378162
geo020s08a0086v01 0.555576 0.746346 geo020s08a0203v01 0.693165 0.881949 0.095599845611
geo020s08a0087v01 0.885794 1.091383 geo020s08a0203v01 0.693165 0.881949 0.0746790033944
geo020s08a0098v01 0.697107 0.906689 geo020s08a0203v01 0.693165 0.881949 0.091095466013
geo020s08a0105v01 0.776023 1.005891 geo020s08a0203v01 0.693165 0.881949 0.0975158536951
geo020s08a0107v01 0.751399 0.94525 geo020s08a0203v01 0.693165 0.881949 0.0819802856651
geo020s08a0115v01 0.95126 1.162241 geo020s08a0203v01 0.693165 0.881949 0.0977232472509
geo020s08a0116v01 0.782357 0.957425 geo020s08a0203v01 0.693165 0.881949 0.0939310639113
geo020s08a0119v01 0.898461 1.140734 geo020s08a0203v01 0.693165 0.881949 0.0656391049487
geo020s08a0120v01 0.588214 0.787455 geo020s08a0203v01 0.693165 0.881949 0.0987156983071
geo020s08a0128v01 0.67874 0.848858 geo020s08a0203v01 0.693165 0.881949 0.0975759853257
geo020s08a0133v01 0.795091 1.001877 geo020s08a0203v01 0.693165 0.881949 0.0852952103115
geo020s08a0137v01 0.711285 0.901406 geo020s08a0203v01 0.693165 0.881949 0.0860320676484
geo020s08a0141v01 0.755768 0.961358 geo020s08a0203v01 0.693165 0.881949 0.0982722115577
geo020s08a0158v01 0.90654 1.085538 geo020s08a0203v01 0.693165 0.881949 0.0697795560941
geo020s08a0192v01 0.737476 0.920889 geo020s08a0203v01 0.693165 0.881949 0.0710011567337
geo020s08a0194v01 0.658023 0.818327 geo020s08a0203v01 0.693165 0.881949 0.0882614817284
geo020s08a0197v01 0.847269 1.04311 geo020s08a0203v01 0.693165 0.881949 0.0791687424792
geo020s08a0201v01 0.782428 0.980646 geo020s08a0203v01 0.693165 0.881949 0.0622970526694
geo020s08a0215v01 0.740317 0.927306 geo020s08a0203v01 0.693165 0.881949 0.0765128902874
geo020s08a0217v01 0.797378 0.986752 geo020s08a0203v01 0.693165 0.881949 0.101750670927
geo020s08a0219v01 0.811493 1.035365 geo020s08a0203v01 0.693165 0.881949 0.10131644507
geo020s08a0240v01 0.831724 1.02012 geo020s08a0203v01 0.693165 0.881949 0.0963554374475
geo020s08a0250v01 0.640772 0.856449 geo020s08a0203v01 0.693165 0.881949 0.0862575100461
geo020s08a0008v01 0.749358 0.961481 geo020s08a0215v01 0.740317 0.927306 0.0953357007704
geo020s08a0023v01 0.656796 0.913126 geo020s08a0215v01 0.740317 0.927306 0.101675758578
geo020s08a0057v01 0.774185 0.979869 geo020s08a0215v01 0.740317 0.927306 0.101407784061
geo020s08a0059v01 0.74669 0.952843 geo020s08a0215v01 0.740317 0.927306 0.0699593935864
geo020s08a0064v01 0.646078 0.841372 geo020s08a0215v01 0.740317 0.927306 0.0771308701626
geo020s08a0068v01 0.814684 1.007574 geo020s08a0215v01 0.740317 0.927306 0.0753387340537
geo020s08a0070v01 0.663168 0.865928 geo020s08a0215v01 0.740317 0.927306 0.0750383188728
geo020s08a0082v01 0.624177 0.806174 geo020s08a0215v01 0.740317 0.927306 0.0862821076738
geo020s08a0084v01 0.632335 0.817321 geo020s08a0215v01 0.740317 0.927306 0.10827505702
geo020s08a0086v01 0.555576 0.746346 geo020s08a0215v01 0.740317 0.927306 0.107784042088
geo020s08a0087v01 0.885794 1.091383 geo020s08a0215v01 0.740317 0.927306 0.0854092174393
geo020s08a0098v01 0.697107 0.906689 geo020s08a0215v01 0.740317 0.927306 0.0844588685555
geo020s08a0105v01 0.776023 1.005891 geo020s08a0215v01 0.740317 0.927306 0.106741887239
geo020s08a0107v01 0.751399 0.94525 geo020s08a0215v01 0.740317 0.927306 0.0954034177483
geo020s08a0115v01 0.95126 1.162241 geo020s08a0215v01 0.740317 0.927306 0.107337068053
geo020s08a0116v01 0.782357 0.957425 geo020s08a0215v01 0.740317 0.927306 0.0917600239645
geo020s08a0119v01 0.898461 1.140734 geo020s08a0215v01 0.740317 0.927306 0.066731875469
geo020s08a0120v01 0.588214 0.787455 geo020s08a0215v01 0.740317 0.927306 0.0950859745603
