file_A onset_A offset_A file_B onset_B offset_B "d(A, B)"
geo020s09a0105v02 0.647309 0.89333 geo020s09a0041v02 1.064881 1.322021 0.0635997220596
geo020s09a0106v02 0.643827 0.867928 geo020s09a0041v02 1.064881 1.322021 0.0750383005176
geo020s09a0148v02 0.623522 0.82097 geo020s09a0041v02 1.064881 1.322021 0.0682747679261
geo020s09a0183v02 0.796669 1.075617 geo020s09a0041v02 1.064881 1.322021 0.0756076626686
geo020s09a0184v02 0.609513 0.834633 geo020s09a0041v02 1.064881 1.322021 0.0727872279525
geo020s09a0005v02 0.624523 1.010681 geo020s09a0042v02 0.741727 0.957419 0.0690261588299
geo020s09a0006v02 0.594625 0.788211 geo020s09a0042v02 0.741727 0.957419 0.0595297143474
geo020s09a0041v02 1.064881 1.322021 geo020s09a0042v02 0.741727 0.957419 0.0656620365653
geo020s09a0105v02 0.647309 0.89333 geo020s09a0042v02 0.741727 0.957419 0.0749062719149
geo020s09a0106v02 0.643827 0.867928 geo020s09a0042v02 0.741727 0.957419 0.0662158746198
geo020s09a0148v02 0.623522 0.82097 geo020s09a0042v02 0.741727 0.957419 0.0635210583618
geo020s09a0183v02 0.796669 1.075617 geo020s09a0042v02 0.741727 0.957419 0.0665237028234
geo020s09a0184v02 0.609513 0.834633 geo020s09a0042v02 0.741727 0.957419 0.0689138453794
geo020s09a0005v02 0.624523 1.010681 geo020s09a0105v02 0.647309 0.89333 0.0633367920161
geo020s09a0006v02 0.594625 0.788211 geo020s09a0105v02 0.647309 0.89333 0.0690506639171
geo020s09a0041v02 1.064881 1.322021 geo020s09a0105v02 0.647309 0.89333 0.0635997220596
geo020s09a0042v02 0.741727 0.957419 geo020s09a0105v02 0.647309 0.89333 0.0749062719149
geo020s09a0106v02 0.643827 0.867928 geo020s09a0105v02 0.647309 0.89333 0.0615206798433
geo020s09a0148v02 0.623522 0.82097 geo020s09a0105v02 0.647309 0.89333 0.0632870919979
geo020s09a0183v02 0.796669 1.075617 geo020s09a0105v02 0.647309 0.89333 0.0750218613435
geo020s09a0184v02 0.609513 0.834633 geo020s09a0105v02 0.647309 0.89333 0.0851463112949
geo020s09a0005v02 0.624523 1.010681 geo020s09a0106v02 0.643827 0.867928 0.0618069867468
geo020s09a0006v02 0.594625 0.788211 geo020s09a0106v02 0.643827 0.867928 0.0659501457001
geo020s09a0041v02 1.064881 1.322021 geo020s09a0106v02 0.643827 0.867928 0.0750383005176
geo020s09a0042v02 0.741727 0.957419 geo020s09a0106v02 0.643827 0.867928 0.0662158746198
geo020s09a0105v02 0.647309 0.89333 geo020s09a0106v02 0.643827 0.867928 0.0615206798433
geo020s09a0148v02 0.623522 0.82097 geo020s09a0106v02 0.643827 0.867928 0.0808850277132
geo020s09a0183v02 0.796669 1.075617 geo020s09a0106v02 0.643827 0.867928 0.0845073746873
geo020s09a0184v02 0.609513 0.834633 geo020s09a0106v02 0.643827 0.867928 0.0968089196271
geo020s09a0005v02 0.624523 1.010681 geo020s09a0148v02 0.623522 0.82097 0.0817160338366
geo020s09a0006v02 0.594625 0.788211 geo020s09a0148v02 0.623522 0.82097 0.0649807355482
geo020s09a0041v02 1.064881 1.322021 geo020s09a0148v02 0.623522 0.82097 0.0682747679261
geo020s09a0042v02 0.741727 0.957419 geo020s09a0148v02 0.623522 0.82097 0.0635210583618
geo020s09a0105v02 0.647309 0.89333 geo020s09a0148v02 0.623522 0.82097 0.0632870919979
geo020s09a0106v02 0.643827 0.867928 geo020s09a0148v02 0.623522 0.82097 0.0808850277132
geo020s09a0183v02 0.796669 1.075617 geo020s09a0148v02 0.623522 0.82097 0.0595947929391
geo020s09a0184v02 0.609513 0.834633 geo020s09a0148v02 0.623522 0.82097 0.0663352970991
geo020s09a0005v02 0.624523 1.010681 geo020s09a0183v02 0.796669 1.075617 0.0674273611256
geo020s09a0006v02 0.594625 0.788211 geo020s09a0183v02 0.796669 1.075617 0.0720336586394
geo020s09a0041v02 1.064881 1.322021 geo020s09a0183v02 0.796669 1.075617 0.0756076626686
geo020s09a0042v02 0.741727 0.957419 geo020s09a0183v02 0.796669 1.075617 0.0665237028234
geo020s09a0105v02 0.647309 0.89333 geo020s09a0183v02 0.796669 1.075617 0.0750218613435
geo020s09a0106v02 0.643827 0.867928 geo020s09a0183v02 0.796669 1.075617 0.0845073746873
geo020s09a0148v02 0.623522 0.82097 geo020s09a0183v02 0.796669 1.075617 0.0595947929391
geo020s09a0184v02 0.609513 0.834633 geo020s09a0183v02 0.796669 1.075617 0.05859083043
geo020s09a0005v02 0.624523 1.010681 geo020s09a0184v02 0.609513 0.834633 0.07991783982
geo020s09a0006v02 0.594625 0.788211 geo020s09a0184v02 0.609513 0.834633 0.0753561001724
geo020s09a0041v02 1.064881 1.322021 geo020s09a0184v02 0.609513 0.834633 0.0727872279525
geo020s09a0042v02 0.741727 0.957419 geo020s09a0184v02 0.609513 0.834633 0.0689138453794
geo020s09a0105v02 0.647309 0.89333 geo020s09a0184v02 0.609513 0.834633 0.0851463112949
geo020s09a0106v02 0.643827 0.867928 geo020s09a0184v02 0.609513 0.834633 0.0968089196271
geo020s09a0148v02 0.623522 0.82097 geo020s09a0184v02 0.609513 0.834633 0.0663352970991
geo020s09a0183v02 0.796669 1.075617 geo020s09a0184v02 0.609513 0.834633 0.05859083043
geo020s08a0102v02 0.695552 0.893486 geo020s08a0101v02 0.696843 0.872361 0.0820558239118
geo020s08a0135v02 0.676553 0.898096 geo020s08a0101v02 0.696843 0.872361 0.0887678662599
geo020s08a0136v02 0.724909 0.940969 geo020s08a0101v02 0.696843 0.872361 0.0963109411532
geo020s08a0161v02 0.737178 0.889621 geo020s08a0101v02 0.696843 0.872361 0.107150927483
geo020s08a0162v02 0.631489 0.785292 geo020s08a0101v02 0.696843 0.872361 0.116835014642
geo020s08a0202v02 0.562744 0.709782 geo020s08a0101v02 0.696843 0.872361 0.082189437491
geo020s08a0205v02 0.765094 0.973654 geo020s08a0101v02 0.696843 0.872361 0.0841141843857
geo020s08a0206v02 0.620724 0.802975 geo020s08a0101v02 0.696843 0.872361 0.0821212280311
geo020s08a0101v02 0.696843 0.872361 geo020s08a0102v02 0.695552 0.893486 0.0820558239118
geo020s08a0135v02 0.676553 0.898096 geo020s08a0102v02 0.695552 0.893486 0.0930496608346
geo020s08a0136v02 0.724909 0.940969 geo020s08a0102v02 0.695552 0.893486 0.0978278717965
geo020s08a0161v02 0.737178 0.889621 geo020s08a0102v02 0.695552 0.893486 0.106323855498
geo020s08a0162v02 0.631489 0.785292 geo020s08a0102v02 0.695552 0.893486 0.10369118133
geo020s08a0202v02 0.562744 0.709782 geo020s08a0102v02 0.695552 0.893486 0.0955759715511
geo020s08a0205v02 0.765094 0.973654 geo020s08a0102v02 0.695552 0.893486 0.0968801236533
geo020s08a0206v02 0.620724 0.802975 geo020s08a0102v02 0.695552 0.893486 0.092239239759
geo020s08a0101v02 0.696843 0.872361 geo020s08a0135v02 0.676553 0.898096 0.0887678662599
geo020s08a0102v02 0.695552 0.893486 geo020s08a0135v02 0.676553 0.898096 0.0930496608346
geo020s08a0136v02 0.724909 0.940969 geo020s08a0135v02 0.676553 0.898096 0.0507282021292
geo020s08a0161v02 0.737178 0.889621 geo020s08a0135v02 0.676553 0.898096 0.107087888244
geo020s08a0162v02 0.631489 0.785292 geo020s08a0135v02 0.676553 0.898096 0.0953342551873
geo020s08a0202v02 0.562744 0.709782 geo020s08a0135v02 0.676553 0.898096 0.110122613585
geo020s08a0205v02 0.765094 0.973654 geo020s08a0135v02 0.676553 0.898096 0.0868378321735
geo020s08a0206v02 0.620724 0.802975 geo020s08a0135v02 0.676553 0.898096 0.0942365625735
geo020s08a0101v02 0.696843 0.872361 geo020s08a0136v02 0.724909 0.940969 0.0963109411532
geo020s08a0102v02 0.695552 0.893486 geo020s08a0136v02 0.724909 0.940969 0.0978278717965
geo020s08a0135v02 0.676553 0.898096 geo020s08a0136v02 0.724909 0.940969 0.0507282021292
geo020s08a0161v02 0.737178 0.889621 geo020s08a0136v02 0.724909 0.940969 0.104043861993
geo020s08a0162v02 0.631489 0.785292 geo020s08a0136v02 0.724909 0.940969 0.0976434885717
geo020s08a0202v02 0.562744 0.709782 geo020s08a0136v02 0.724909 0.940969 0.113850393481
geo020s08a0205v02 0.765094 0.973654 geo020s08a0136v02 0.724909 0.940969 0.0944651864504
geo020s08a0206v02 0.620724 0.802975 geo020s08a0136v02 0.724909 0.940969 0.109045108018
geo020s08a0101v02 0.696843 0.872361 geo020s08a0161v02 0.737178 0.889621 0.107150927483
geo020s08a0102v02 0.695552 0.893486 geo020s08a0161v02 0.737178 0.889621 0.106323855498
geo020s08a0135v02 0.676553 0.898096 geo020s08a0161v02 0.737178 0.889621 0.107087888244
geo020s08a0136v02 0.724909 0.940969 geo020s08a0161v02 0.737178 0.889621 0.104043861993
geo020s08a0162v02 0.631489 0.785292 geo020s08a0161v02 0.737178 0.889621 0.0934127837134
geo020s08a0202v02 0.562744 0.709782 geo020s08a0161v02 0.737178 0.889621 0.0994949141331
geo020s08a0205v02 0.765094 0.973654 geo020s08a0161v02 0.737178 0.889621 0.102230972298
geo020s08a0206v02 0.620724 0.802975 geo020s08a0161v02 0.737178 0.889621 0.103569493159
geo020s08a0101v02 0.696843 0.872361 geo020s08a0162v02 0.631489 0.785292 0.116835014642
geo020s08a0102v02 0.695552 0.893486 geo020s08a0162v02 0.631489 0.785292 0.10369118133
geo020s08a0135v02 0.676553 0.898096 geo020s08a0162v02 0.631489 0.785292 0.0953342551873
geo020s08a0136v02 0.724909 0.940969 geo020s08a0162v02 0.631489 0.785292 0.0976434885717
geo020s08a0161v02 0.737178 0.889621 geo020s08a0162v02 0.631489 0.785292 0.0934127837134
geo020s08a0202v02 0.562744 0.709782 geo020s08a0162v02 0.631489 0.785292 0.107137491087
geo020s08a0205v02 0.765094 0.973654 geo020s08a0162v02 0.631489 0.785292 0.105135135675
geo020s08a0206v02 0.620724 0.802975 geo020s08a0162v02 0.631489 0.785292 0.100639278792
geo020s08a0101v02 0.696843 0.872361 geo020s08a0202v02 0.562744 0.709782 0.082189437491
geo020s08a0102v02 0.695552 0.893486 geo020s08a0202v02 0.562744 0.709782 0.0955759715511
geo020s08a0135v02 0.676553 0.898096 geo020s08a0202v02 0.562744 0.709782 0.110122613585
geo020s08a0136v02 0.724909 0.940969 geo020s08a0202v02 0.562744 0.709782 0.113850393481
geo020s08a0161v02 0.737178 0.889621 geo020s08a0202v02 0.562744 0.709782 0.0994949141331
geo020s08a0162v02 0.631489 0.785292 geo020s08a0202v02 0.562744 0.709782 0.107137491087
geo020s08a0205v02 0.765094 0.973654 geo020s08a0202v02 0.562744 0.709782 0.113358882728
geo020s08a0206v02 0.620724 0.802975 geo020s08a0202v02 0.562744 0.709782 0.0900847949155
geo020s08a0101v02 0.696843 0.872361 geo020s08a0205v02 0.765094 0.973654 0.0841141843857
geo020s08a0102v02 0.695552 0.893486 geo020s08a0205v02 0.765094 0.973654 0.0968801236533
geo020s08a0135v02 0.676553 0.898096 geo020s08a0205v02 0.765094 0.973654 0.0868378321735
geo020s08a0136v02 0.724909 0.940969 geo020s08a0205v02 0.765094 0.973654 0.0944651864504
geo020s08a0161v02 0.737178 0.889621 geo020s08a0205v02 0.765094 0.973654 0.102230972298
geo020s08a0162v02 0.631489 0.785292 geo020s08a0205v02 0.765094 0.973654 0.105135135675
geo020s08a0202v02 0.562744 0.709782 geo020s08a0205v02 0.765094 0.973654 0.113358882728
geo020s08a0206v02 0.620724 0.802975 geo020s08a0205v02 0.765094 0.973654 0.08477676852
geo020s08a0101v02 0.696843 0.872361 geo020s08a0206v02 0.620724 0.802975 0.0821212280311
geo020s08a0102v02 0.695552 0.893486 geo020s08a0206v02 0.620724 0.802975 0.092239239759
geo020s08a0135v02 0.676553 0.898096 geo020s08a0206v02 0.620724 0.802975 0.0942365625735
geo020s08a0136v02 0.724909 0.940969 geo020s08a0206v02 0.620724 0.802975 0.109045108018
geo020s08a0161v02 0.737178 0.889621 geo020s08a0206v02 0.620724 0.802975 0.103569493159
geo020s08a0162v02 0.631489 0.785292 geo020s08a0206v02 0.620724 0.802975 0.100639278792
geo020s08a0202v02 0.562744 0.709782 geo020s08a0206v02 0.620724 0.802975 0.0900847949155
geo020s08a0205v02 0.765094 0.973654 geo020s08a0206v02 0.620724 0.802975 0.08477676852
geo020s09a0102v02 0.736927 0.950972 geo020s09a0101v02 0.666864 0.883825 0.0598339448234
geo020s09a0135v02 0.497235 0.751141 geo020s09a0101v02 0.666864 0.883825 0.0698038874327
geo020s09a0136v02 0.669067 0.858455 geo020s09a0101v02 0.666864 0.883825 0.0660022558579
geo020s09a0161v02 0.565941 0.78188 geo020s09a0101v02 0.666864 0.883825 0.0790449778276
geo020s09a0162v02 0.553086 0.731203 geo020s09a0101v02 0.666864 0.883825 0.0663511780793
geo020s09a0202v02 0.680752 0.880745 geo020s09a0101v02 0.666864 0.883825 0.0668819727171
geo020s09a0206v02 0.580326 0.780485 geo020s09a0101v02 0.666864 0.883825 0.0490970884802
geo020s09a0225v02 0.807246 1.148072 geo020s09a0101v02 0.666864 0.883825 0.0699899358858
geo020s09a0101v02 0.666864 0.883825 geo020s09a0102v02 0.736927 0.950972 0.0598339448234
geo020s09a0135v02 0.497235 0.751141 geo020s09a0102v02 0.736927 0.950972 0.0699760053395
geo020s09a0136v02 0.669067 0.858455 geo020s09a0102v02 0.736927 0.950972 0.0802828793753
geo020s09a0161v02 0.565941 0.78188 geo020s09a0102v02 0.736927 0.950972 0.0927587741823
geo020s09a0162v02 0.553086 0.731203 geo020s09a0102v02 0.736927 0.950972 0.0868840154108
geo020s09a0202v02 0.680752 0.880745 geo020s09a0102v02 0.736927 0.950972 0.0698056164305
geo020s09a0206v02 0.580326 0.780485 geo020s09a0102v02 0.736927 0.950972 0.0679404061154
geo020s09a0225v02 0.807246 1.148072 geo020s09a0102v02 0.736927 0.950972 0.0674530324585
geo020s09a0101v02 0.666864 0.883825 geo020s09a0135v02 0.497235 0.751141 0.0698038874327
geo020s09a0102v02 0.736927 0.950972 geo020s09a0135v02 0.497235 0.751141 0.0699760053395
geo020s09a0136v02 0.669067 0.858455 geo020s09a0135v02 0.497235 0.751141 0.0621001633955
geo020s09a0161v02 0.565941 0.78188 geo020s09a0135v02 0.497235 0.751141 0.105334599438
geo020s09a0162v02 0.553086 0.731203 geo020s09a0135v02 0.497235 0.751141 0.0923548653827
geo020s09a0202v02 0.680752 0.880745 geo020s09a0135v02 0.497235 0.751141 0.0772237640852
geo020s09a0206v02 0.580326 0.780485 geo020s09a0135v02 0.497235 0.751141 0.0752719515659
geo020s09a0225v02 0.807246 1.148072 geo020s09a0135v02 0.497235 0.751141 0.0836367772171
geo020s09a0101v02 0.666864 0.883825 geo020s09a0136v02 0.669067 0.858455 0.0660022558579
geo020s09a0102v02 0.736927 0.950972 geo020s09a0136v02 0.669067 0.858455 0.0802828793753
geo020s09a0135v02 0.497235 0.751141 geo020s09a0136v02 0.669067 0.858455 0.0621001633955
geo020s09a0161v02 0.565941 0.78188 geo020s09a0136v02 0.669067 0.858455 0.109265896298
geo020s09a0162v02 0.553086 0.731203 geo020s09a0136v02 0.669067 0.858455 0.100123994885
geo020s09a0202v02 0.680752 0.880745 geo020s09a0136v02 0.669067 0.858455 0.0727867143283
geo020s09a0206v02 0.580326 0.780485 geo020s09a0136v02 0.669067 0.858455 0.0791512776336
geo020s09a0225v02 0.807246 1.148072 geo020s09a0136v02 0.669067 0.858455 0.0935136142241
geo020s09a0101v02 0.666864 0.883825 geo020s09a0161v02 0.565941 0.78188 0.0790449778276
geo020s09a0102v02 0.736927 0.950972 geo020s09a0161v02 0.565941 0.78188 0.0927587741823
geo020s09a0135v02 0.497235 0.751141 geo020s09a0161v02 0.565941 0.78188 0.105334599438
geo020s09a0136v02 0.669067 0.858455 geo020s09a0161v02 0.565941 0.78188 0.109265896298
geo020s09a0162v02 0.553086 0.731203 geo020s09a0161v02 0.565941 0.78188 0.0912714483426
geo020s09a0202v02 0.680752 0.880745 geo020s09a0161v02 0.565941 0.78188 0.109013376838
geo020s09a0206v02 0.580326 0.780485 geo020s09a0161v02 0.565941 0.78188 0.0919211462698
geo020s09a0225v02 0.807246 1.148072 geo020s09a0161v02 0.565941 0.78188 0.0879170749803
geo020s09a0101v02 0.666864 0.883825 geo020s09a0162v02 0.553086 0.731203 0.0663511780793
geo020s09a0102v02 0.736927 0.950972 geo020s09a0162v02 0.553086 0.731203 0.0868840154108
geo020s09a0135v02 0.497235 0.751141 geo020s09a0162v02 0.553086 0.731203 0.0923548653827
geo020s09a0136v02 0.669067 0.858455 geo020s09a0162v02 0.553086 0.731203 0.100123994885
geo020s09a0161v02 0.565941 0.78188 geo020s09a0162v02 0.553086 0.731203 0.0912714483426
geo020s09a0202v02 0.680752 0.880745 geo020s09a0162v02 0.553086 0.731203 0.0796944354172
geo020s09a0206v02 0.580326 0.780485 geo020s09a0162v02 0.553086 0.731203 0.0754021630039
geo020s09a0225v02 0.807246 1.148072 geo020s09a0162v02 0.553086 0.731203 0.083388032124
geo020s09a0101v02 0.666864 0.883825 geo020s09a0202v02 0.680752 0.880745 0.0668819727171
geo020s09a0102v02 0.736927 0.950972 geo020s09a0202v02 0.680752 0.880745 0.0698056164305
geo020s09a0135v02 0.497235 0.751141 geo020s09a0202v02 0.680752 0.880745 0.0772237640852
geo020s09a0136v02 0.669067 0.858455 geo020s09a0202v02 0.680752 0.880745 0.0727867143283
geo020s09a0161v02 0.565941 0.78188 geo020s09a0202v02 0.680752 0.880745 0.109013376838
geo020s09a0162v02 0.553086 0.731203 geo020s09a0202v02 0.680752 0.880745 0.0796944354172
geo020s09a0206v02 0.580326 0.780485 geo020s09a0202v02 0.680752 0.880745 0.074283672334
geo020s09a0225v02 0.807246 1.148072 geo020s09a0202v02 0.680752 0.880745 0.071060280703
geo020s09a0101v02 0.666864 0.883825 geo020s09a0206v02 0.580326 0.780485 0.0490970884802
geo020s09a0102v02 0.736927 0.950972 geo020s09a0206v02 0.580326 0.780485 0.0679404061154
geo020s09a0135v02 0.497235 0.751141 geo020s09a0206v02 0.580326 0.780485 0.0752719515659
geo020s09a0136v02 0.669067 0.858455 geo020s09a0206v02 0.580326 0.780485 0.0791512776336
geo020s09a0161v02 0.565941 0.78188 geo020s09a0206v02 0.580326 0.780485 0.0919211462698
geo020s09a0162v02 0.553086 0.731203 geo020s09a0206v02 0.580326 0.780485 0.0754021630039
geo020s09a0202v02 0.680752 0.880745 geo020s09a0206v02 0.580326 0.780485 0.074283672334
geo020s09a0225v02 0.807246 1.148072 geo020s09a0206v02 0.580326 0.780485 0.0728128508948
geo020s09a0101v02 0.666864 0.883825 geo020s09a0225v02 0.807246 1.148072 0.0699899358858
geo020s09a0102v02 0.736927 0.950972 geo020s09a0225v02 0.807246 1.148072 0.0674530324585
geo020s09a0135v02 0.497235 0.751141 geo020s09a0225v02 0.807246 1.148072 0.0836367772171
geo020s09a0136v02 0.669067 0.858455 geo020s09a0225v02 0.807246 1.148072 0.0935136142241
geo020s09a0161v02 0.565941 0.78188 geo020s09a0225v02 0.807246 1.148072 0.0879170749803
geo020s09a0162v02 0.553086 0.731203 geo020s09a0225v02 0.807246 1.148072 0.083388032124
geo020s09a0202v02 0.680752 0.880745 geo020s09a0225v02 0.807246 1.148072 0.071060280703
geo020s09a0206v02 0.580326 0.780485 geo020s09a0225v02 0.807246 1.148072 0.0728128508948
geo020s09a0004v02 0.433563 0.590413 geo020s09a0003v02 0.655733 0.843406 0.0626439001305
geo020s09a0007v02 0.645278 0.858639 geo020s09a0003v02 0.655733 0.843406 0.0846501815215
geo020s09a0008v02 1.201168 1.3695 geo020s09a0003v02 0.655733 0.843406 0.085116769381
geo020s09a0063v02 0.583648 0.842804 geo020s09a0003v02 0.655733 0.843406 0.0730536741015
geo020s09a0064v02 0.538963 0.733196 geo020s09a0003v02 0.655733 0.843406 0.0857957445766
geo020s09a0067v02 0.672489 0.92115 geo020s09a0003v02 0.655733 0.843406 0.0732493823071
geo020s09a0068v02 0.704901 0.922616 geo020s09a0003v02 0.655733 0.843406 0.0782001099229
geo020s09a0069v02 0.886229 1.147362 geo020s09a0003v02 0.655733 0.843406 0.0935610784049
geo020s09a0070v02 0.631315 0.854729 geo020s09a0003v02 0.655733 0.843406 0.0795317065056
geo020s09a0081v02 0.601909 0.840311 geo020s09a0003v02 0.655733 0.843406 0.0688559420327
geo020s09a0082v02 0.643352 0.823601 geo020s09a0003v02 0.655733 0.843406 0.0640697976123
geo020s09a0083v02 0.713166 0.928808 geo020s09a0003v02 0.655733 0.843406 0.0781708980566
geo020s09a0085v02 0.832577 1.019652 geo020s09a0003v02 0.655733 0.843406 0.0793764304239
geo020s09a0098v02 0.583273 0.832562 geo020s09a0003v02 0.655733 0.843406 0.0776128096412
geo020s09a0115v02 0.559885 0.784789 geo020s09a0003v02 0.655733 0.843406 0.0680293252918
geo020s09a0116v02 0.499962 0.692828 geo020s09a0003v02 0.655733 0.843406 0.073897326303
geo020s09a0119v02 0.584645 0.793208 geo020s09a0003v02 0.655733 0.843406 0.0790916211192
geo020s09a0120v02 0.494418 0.685619 geo020s09a0003v02 0.655733 0.843406 0.0782789375059
geo020s09a0127v02 0.511355 0.786779 geo020s09a0003v02 0.655733 0.843406 0.084347920348
geo020s09a0128v02 0.494542 0.690708 geo020s09a0003v02 0.655733 0.843406 0.0814810527261
geo020s09a0158v02 0.574402 0.806322 geo020s09a0003v02 0.655733 0.843406 0.0728276994398
geo020s09a0192v02 0.47747 0.660306 geo020s09a0003v02 0.655733 0.843406 0.0813277119474
geo020s09a0194v02 0.554563 0.72161 geo020s09a0003v02 0.655733 0.843406 0.0737693944078
geo020s09a0221v02 0.625461 0.842848 geo020s09a0003v02 0.655733 0.843406 0.0755062003929
geo020s09a0239v02 0.647625 0.842729 geo020s09a0003v02 0.655733 0.843406 0.0882570457797
geo020s09a0240v02 0.543611 0.713095 geo020s09a0003v02 0.655733 0.843406 0.0740493952342
geo020s09a0241v02 0.755883 0.968871 geo020s09a0003v02 0.655733 0.843406 0.0946121503885
geo020s09a0242v02 0.569765 0.718548 geo020s09a0003v02 0.655733 0.843406 0.080077574804
geo020s09a0003v02 0.655733 0.843406 geo020s09a0004v02 0.433563 0.590413 0.0626439001305
geo020s09a0007v02 0.645278 0.858639 geo020s09a0004v02 0.433563 0.590413 0.0853088286385
geo020s09a0008v02 1.201168 1.3695 geo020s09a0004v02 0.433563 0.590413 0.0722807530694
geo020s09a0063v02 0.583648 0.842804 geo020s09a0004v02 0.433563 0.590413 0.0701666262257
geo020s09a0064v02 0.538963 0.733196 geo020s09a0004v02 0.433563 0.590413 0.0801823122835
geo020s09a0067v02 0.672489 0.92115 geo020s09a0004v02 0.433563 0.590413 0.0674098979751
geo020s09a0068v02 0.704901 0.922616 geo020s09a0004v02 0.433563 0.590413 0.0728818809705
geo020s09a0069v02 0.886229 1.147362 geo020s09a0004v02 0.433563 0.590413 0.0854100885774
geo020s09a0070v02 0.631315 0.854729 geo020s09a0004v02 0.433563 0.590413 0.0784198356204
geo020s09a0081v02 0.601909 0.840311 geo020s09a0004v02 0.433563 0.590413 0.065595653479
geo020s09a0082v02 0.643352 0.823601 geo020s09a0004v02 0.433563 0.590413 0.0674212750899
geo020s09a0083v02 0.713166 0.928808 geo020s09a0004v02 0.433563 0.590413 0.0773634254972
geo020s09a0085v02 0.832577 1.019652 geo020s09a0004v02 0.433563 0.590413 0.0743190907438
geo020s09a0098v02 0.583273 0.832562 geo020s09a0004v02 0.433563 0.590413 0.0679707591546
geo020s09a0115v02 0.559885 0.784789 geo020s09a0004v02 0.433563 0.590413 0.0737785870328
geo020s09a0116v02 0.499962 0.692828 geo020s09a0004v02 0.433563 0.590413 0.0655606845951
geo020s09a0119v02 0.584645 0.793208 geo020s09a0004v02 0.433563 0.590413 0.0732873080537
geo020s09a0120v02 0.494418 0.685619 geo020s09a0004v02 0.433563 0.590413 0.0632659188695
geo020s09a0127v02 0.511355 0.786779 geo020s09a0004v02 0.433563 0.590413 0.0854451066053
geo020s09a0128v02 0.494542 0.690708 geo020s09a0004v02 0.433563 0.590413 0.0682532404131
geo020s09a0158v02 0.574402 0.806322 geo020s09a0004v02 0.433563 0.590413 0.0600459404531
geo020s09a0192v02 0.47747 0.660306 geo020s09a0004v02 0.433563 0.590413 0.0677171469732
geo020s09a0194v02 0.554563 0.72161 geo020s09a0004v02 0.433563 0.590413 0.0622600962809
geo020s09a0221v02 0.625461 0.842848 geo020s09a0004v02 0.433563 0.590413 0.0731769048927
geo020s09a0239v02 0.647625 0.842729 geo020s09a0004v02 0.433563 0.590413 0.096211339736
geo020s09a0240v02 0.543611 0.713095 geo020s09a0004v02 0.433563 0.590413 0.0752688204039
geo020s09a0241v02 0.755883 0.968871 geo020s09a0004v02 0.433563 0.590413 0.0906194416819
geo020s09a0242v02 0.569765 0.718548 geo020s09a0004v02 0.433563 0.590413 0.0732068944591
geo020s09a0003v02 0.655733 0.843406 geo020s09a0007v02 0.645278 0.858639 0.0846501815215
geo020s09a0004v02 0.433563 0.590413 geo020s09a0007v02 0.645278 0.858639 0.0853088286385
geo020s09a0008v02 1.201168 1.3695 geo020s09a0007v02 0.645278 0.858639 0.0648075047705
geo020s09a0063v02 0.583648 0.842804 geo020s09a0007v02 0.645278 0.858639 0.0824396024019
geo020s09a0064v02 0.538963 0.733196 geo020s09a0007v02 0.645278 0.858639 0.0960308250227
geo020s09a0067v02 0.672489 0.92115 geo020s09a0007v02 0.645278 0.858639 0.0692838538309
geo020s09a0068v02 0.704901 0.922616 geo020s09a0007v02 0.645278 0.858639 0.0653332510385
geo020s09a0069v02 0.886229 1.147362 geo020s09a0007v02 0.645278 0.858639 0.0740443711445
geo020s09a0070v02 0.631315 0.854729 geo020s09a0007v02 0.645278 0.858639 0.0635316768471
geo020s09a0081v02 0.601909 0.840311 geo020s09a0007v02 0.645278 0.858639 0.0897397427102
geo020s09a0082v02 0.643352 0.823601 geo020s09a0007v02 0.645278 0.858639 0.0774713677155
geo020s09a0083v02 0.713166 0.928808 geo020s09a0007v02 0.645278 0.858639 0.0628614306859
geo020s09a0085v02 0.832577 1.019652 geo020s09a0007v02 0.645278 0.858639 0.063306654255
geo020s09a0098v02 0.583273 0.832562 geo020s09a0007v02 0.645278 0.858639 0.0813514378559
geo020s09a0115v02 0.559885 0.784789 geo020s09a0007v02 0.645278 0.858639 0.0882094190844
geo020s09a0116v02 0.499962 0.692828 geo020s09a0007v02 0.645278 0.858639 0.0879177415288
geo020s09a0119v02 0.584645 0.793208 geo020s09a0007v02 0.645278 0.858639 0.0634176575555
geo020s09a0120v02 0.494418 0.685619 geo020s09a0007v02 0.645278 0.858639 0.0686276230196
geo020s09a0127v02 0.511355 0.786779 geo020s09a0007v02 0.645278 0.858639 0.0826460536648
geo020s09a0128v02 0.494542 0.690708 geo020s09a0007v02 0.645278 0.858639 0.0809606648874
geo020s09a0158v02 0.574402 0.806322 geo020s09a0007v02 0.645278 0.858639 0.090876408102
geo020s09a0192v02 0.47747 0.660306 geo020s09a0007v02 0.645278 0.858639 0.094470255373
geo020s09a0194v02 0.554563 0.72161 geo020s09a0007v02 0.645278 0.858639 0.0753082165711
geo020s09a0221v02 0.625461 0.842848 geo020s09a0007v02 0.645278 0.858639 0.095478453918
geo020s09a0239v02 0.647625 0.842729 geo020s09a0007v02 0.645278 0.858639 0.069933877333
geo020s09a0240v02 0.543611 0.713095 geo020s09a0007v02 0.645278 0.858639 0.0894830804938
geo020s09a0241v02 0.755883 0.968871 geo020s09a0007v02 0.645278 0.858639 0.0992650352756
