file_A;onset_A;offset_A;#item_A;phone_A;new_A;file_B;onset_B;offset_B;#item_B;phone_B;speaker;question_B;new;dist
geo020s08a0098v02;0.653803;0.782803;#105;p>a;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0975023776162
geo020s08a0115v02;0.703003;0.832003;#124;p>a;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.11454688459
geo020s08a0116v02;0.694688;0.823688;#126;p>a;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0951110794137
geo020s08a0119v02;0.742065;0.871065;#130;pa;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0586435506184
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0665796561933
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.111582290457
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.118368167015
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.112086785776
geo020s08a0191v02;0.684163;0.813163;#212;p>a;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.111424212474
geo020s08a0192v02;0.610209;0.739209;#214;p>a;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.118474731405
geo020s08a0193v02;0.642846;0.771846;#216;p>a;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.122023651666
geo020s08a0194v02;0.627809;0.756809;#218;p>a;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.130114696091
geo020s08a0221v02;0.726257;0.855257;#250;p>a;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.119193123572
geo020s08a0239v02;0.671381;0.800381;#272;pa;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0658445704518
geo020s08a0240v02;0.644231;0.773231;#274;pa;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.079195643744
geo020s08a0249v02;0.682179;0.811179;#287;pa;new;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0803471586039
geo020s08a0250v02;0.680963;0.809963;#289;pa;echo;geo020s08a0085v02;0.750385;0.879385;#90;pa;s08;answer;new;0.0955216344792
geo020s08a0007v02;0.818329;0.947329;#5;pa;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0773883768798
geo020s08a0008v02;0.718602;0.847602;#7;pa;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.08103426971
geo020s08a0064v02;0.66373;0.79273;#62;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.118559280415
geo020s08a0067v02;0.732478;0.861478;#65;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.129501762599
geo020s08a0068v02;0.618354;0.747354;#67;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.12274827263
geo020s08a0069v02;0.734372;0.863372;#68;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.103760017246
geo020s08a0070v02;0.521131;0.650131;#70;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.124005804177
geo020s08a0081v02;0.756841;0.885841;#83;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.127165475042
geo020s08a0082v02;0.72473;0.85373;#85;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.137747088697
geo020s08a0083v02;0.691826;0.820826;#86;pa;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0646656052398
geo020s08a0084v02;0.64328;0.77228;#88;pa;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0675171474843
geo020s08a0085v02;0.750385;0.879385;#90;pa;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0646345455225
geo020s08a0097v02;0.605589;0.734589;#103;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.106191714742
geo020s08a0098v02;0.653803;0.782803;#105;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0887767916053
geo020s08a0115v02;0.703003;0.832003;#124;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.115645633666
geo020s08a0116v02;0.694688;0.823688;#126;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0999673483434
geo020s08a0119v02;0.742065;0.871065;#130;pa;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0534592642889
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0580262782547
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.115056782303
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.129000138893
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0994132494134
geo020s08a0191v02;0.684163;0.813163;#212;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0933023447776
geo020s08a0192v02;0.610209;0.739209;#214;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0925894143975
geo020s08a0193v02;0.642846;0.771846;#216;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.113831613699
geo020s08a0194v02;0.627809;0.756809;#218;p>a;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.129311438132
geo020s08a0221v02;0.726257;0.855257;#250;p>a;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.116285861932
geo020s08a0239v02;0.671381;0.800381;#272;pa;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0663495829172
geo020s08a0240v02;0.644231;0.773231;#274;pa;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0703836824872
geo020s08a0249v02;0.682179;0.811179;#287;pa;new;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.0791182778246
geo020s08a0250v02;0.680963;0.809963;#289;pa;echo;geo020s08a0086v02;0.689932;0.818932;#92;pa;s08;answer;echo;0.088811750902
geo020s08a0007v02;0.818329;0.947329;#5;pa;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.126191455993
geo020s08a0008v02;0.718602;0.847602;#7;pa;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.101638078209
geo020s08a0064v02;0.66373;0.79273;#62;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0777128593727
geo020s08a0067v02;0.732478;0.861478;#65;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.103211511239
geo020s08a0068v02;0.618354;0.747354;#67;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0924472958604
geo020s08a0069v02;0.734372;0.863372;#68;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0800778460114
geo020s08a0070v02;0.521131;0.650131;#70;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.102403044598
geo020s08a0081v02;0.756841;0.885841;#83;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0837015963782
geo020s08a0082v02;0.72473;0.85373;#85;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.125552594407
geo020s08a0083v02;0.691826;0.820826;#86;pa;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.111454925329
geo020s08a0084v02;0.64328;0.77228;#88;pa;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.103280984631
geo020s08a0085v02;0.750385;0.879385;#90;pa;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.116720265129
geo020s08a0086v02;0.689932;0.818932;#92;pa;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.106191714742
geo020s08a0098v02;0.653803;0.782803;#105;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0769152914339
geo020s08a0115v02;0.703003;0.832003;#124;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0915710646392
geo020s08a0116v02;0.694688;0.823688;#126;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0809028854969
geo020s08a0119v02;0.742065;0.871065;#130;pa;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0945206952133
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.112735738242
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0846375380153
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0890947761433
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0851289369501
geo020s08a0191v02;0.684163;0.813163;#212;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0787279107877
geo020s08a0192v02;0.610209;0.739209;#214;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0886957362992
geo020s08a0193v02;0.642846;0.771846;#216;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.105280992871
geo020s08a0194v02;0.627809;0.756809;#218;p>a;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.0922792078057
geo020s08a0221v02;0.726257;0.855257;#250;p>a;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.088620187255
geo020s08a0239v02;0.671381;0.800381;#272;pa;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.112449139022
geo020s08a0240v02;0.644231;0.773231;#274;pa;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.12099981956
geo020s08a0249v02;0.682179;0.811179;#287;pa;new;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.121296034629
geo020s08a0250v02;0.680963;0.809963;#289;pa;echo;geo020s08a0097v02;0.605589;0.734589;#103;p>a;s08;answer;new;0.106608889482
geo020s08a0007v02;0.818329;0.947329;#5;pa;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.110852524293
geo020s08a0008v02;0.718602;0.847602;#7;pa;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.108899549712
geo020s08a0064v02;0.66373;0.79273;#62;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0825577154769
geo020s08a0067v02;0.732478;0.861478;#65;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0955780983659
geo020s08a0068v02;0.618354;0.747354;#67;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.081967545462
geo020s08a0069v02;0.734372;0.863372;#68;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0668862861918
geo020s08a0070v02;0.521131;0.650131;#70;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0955583897766
geo020s08a0081v02;0.756841;0.885841;#83;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0878978569483
geo020s08a0082v02;0.72473;0.85373;#85;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0865950342961
geo020s08a0083v02;0.691826;0.820826;#86;pa;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.103520334903
geo020s08a0084v02;0.64328;0.77228;#88;pa;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0947442520532
geo020s08a0085v02;0.750385;0.879385;#90;pa;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0975023776162
geo020s08a0086v02;0.689932;0.818932;#92;pa;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0887767916053
geo020s08a0097v02;0.605589;0.734589;#103;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0769152914339
geo020s08a0115v02;0.703003;0.832003;#124;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.101166250991
geo020s08a0116v02;0.694688;0.823688;#126;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.081447617656
geo020s08a0119v02;0.742065;0.871065;#130;pa;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0938493067408
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0896458172341
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0805913061098
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.101453740644
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0880145639967
geo020s08a0191v02;0.684163;0.813163;#212;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0820775967589
geo020s08a0192v02;0.610209;0.739209;#214;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0814411999979
geo020s08a0193v02;0.642846;0.771846;#216;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0883200579748
geo020s08a0194v02;0.627809;0.756809;#218;p>a;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0924813011531
geo020s08a0221v02;0.726257;0.855257;#250;p>a;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.10253948065
geo020s08a0239v02;0.671381;0.800381;#272;pa;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0853980953894
geo020s08a0240v02;0.644231;0.773231;#274;pa;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0988676135731
geo020s08a0249v02;0.682179;0.811179;#287;pa;new;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0884747488721
geo020s08a0250v02;0.680963;0.809963;#289;pa;echo;geo020s08a0098v02;0.653803;0.782803;#105;p>a;s08;answer;echo;0.0891000765187
geo020s08a0007v02;0.818329;0.947329;#5;pa;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.118895847218
geo020s08a0008v02;0.718602;0.847602;#7;pa;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.113752760885
geo020s08a0064v02;0.66373;0.79273;#62;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0853680621121
geo020s08a0067v02;0.732478;0.861478;#65;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.119101606186
geo020s08a0068v02;0.618354;0.747354;#67;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.10347451427
geo020s08a0069v02;0.734372;0.863372;#68;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0888264629337
geo020s08a0070v02;0.521131;0.650131;#70;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.119873601839
geo020s08a0081v02;0.756841;0.885841;#83;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0898076821672
geo020s08a0082v02;0.72473;0.85373;#85;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.118746187601
geo020s08a0083v02;0.691826;0.820826;#86;pa;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.117802708278
geo020s08a0084v02;0.64328;0.77228;#88;pa;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.110540833448
geo020s08a0085v02;0.750385;0.879385;#90;pa;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.11454688459
geo020s08a0086v02;0.689932;0.818932;#92;pa;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.115645633666
geo020s08a0097v02;0.605589;0.734589;#103;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0915710646392
geo020s08a0098v02;0.653803;0.782803;#105;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.101166250991
geo020s08a0116v02;0.694688;0.823688;#126;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0844936261298
geo020s08a0119v02;0.742065;0.871065;#130;pa;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.101223149453
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.115642000358
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0807328312841
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.105482141846
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.104288623569
geo020s08a0191v02;0.684163;0.813163;#212;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0963526735289
geo020s08a0192v02;0.610209;0.739209;#214;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.108231839025
geo020s08a0193v02;0.642846;0.771846;#216;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.087475640641
geo020s08a0194v02;0.627809;0.756809;#218;p>a;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.11015166989
geo020s08a0221v02;0.726257;0.855257;#250;p>a;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.0976349600729
geo020s08a0239v02;0.671381;0.800381;#272;pa;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.105056387724
geo020s08a0240v02;0.644231;0.773231;#274;pa;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.112087223958
geo020s08a0249v02;0.682179;0.811179;#287;pa;new;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.103141415989
geo020s08a0250v02;0.680963;0.809963;#289;pa;echo;geo020s08a0115v02;0.703003;0.832003;#124;p>a;s08;answer;new;0.100554657733
geo020s08a0007v02;0.818329;0.947329;#5;pa;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.105203094357
geo020s08a0008v02;0.718602;0.847602;#7;pa;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0965006690853
geo020s08a0064v02;0.66373;0.79273;#62;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0768731070897
geo020s08a0067v02;0.732478;0.861478;#65;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0844143202922
geo020s08a0068v02;0.618354;0.747354;#67;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0942308402016
geo020s08a0069v02;0.734372;0.863372;#68;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.067717719896
geo020s08a0070v02;0.521131;0.650131;#70;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.10603198503
geo020s08a0081v02;0.756841;0.885841;#83;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0904504293737
geo020s08a0082v02;0.72473;0.85373;#85;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.108792676538
geo020s08a0083v02;0.691826;0.820826;#86;pa;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0945960319265
geo020s08a0084v02;0.64328;0.77228;#88;pa;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0919811819856
geo020s08a0085v02;0.750385;0.879385;#90;pa;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0951110794137
geo020s08a0086v02;0.689932;0.818932;#92;pa;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0999673483434
geo020s08a0097v02;0.605589;0.734589;#103;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0809028854969
geo020s08a0098v02;0.653803;0.782803;#105;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.081447617656
geo020s08a0115v02;0.703003;0.832003;#124;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0844936261298
geo020s08a0119v02;0.742065;0.871065;#130;pa;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.084247618098
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.103241971038
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0779503985314
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0879884066715
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0957643239875
geo020s08a0191v02;0.684163;0.813163;#212;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0982511876264
geo020s08a0192v02;0.610209;0.739209;#214;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0999650709297
geo020s08a0193v02;0.642846;0.771846;#216;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.084542175899
geo020s08a0194v02;0.627809;0.756809;#218;p>a;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0866204643357
geo020s08a0221v02;0.726257;0.855257;#250;p>a;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0855018374431
geo020s08a0239v02;0.671381;0.800381;#272;pa;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.102445191463
geo020s08a0240v02;0.644231;0.773231;#274;pa;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0863495723518
geo020s08a0249v02;0.682179;0.811179;#287;pa;new;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0911993271086
geo020s08a0250v02;0.680963;0.809963;#289;pa;echo;geo020s08a0116v02;0.694688;0.823688;#126;p>a;s08;answer;echo;0.0840934805877
geo020s08a0007v02;0.818329;0.947329;#5;pa;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0688252557117
geo020s08a0008v02;0.718602;0.847602;#7;pa;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0665358126072
geo020s08a0064v02;0.66373;0.79273;#62;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.115109505128
geo020s08a0067v02;0.732478;0.861478;#65;p>a;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.12491843221
geo020s08a0068v02;0.618354;0.747354;#67;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.123715053864
geo020s08a0069v02;0.734372;0.863372;#68;p>a;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0927397694595
geo020s08a0070v02;0.521131;0.650131;#70;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.12972463829
geo020s08a0081v02;0.756841;0.885841;#83;p>a;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.119418151132
geo020s08a0082v02;0.72473;0.85373;#85;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.130124976612
geo020s08a0083v02;0.691826;0.820826;#86;pa;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.053978534527
geo020s08a0084v02;0.64328;0.77228;#88;pa;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0620652870495
geo020s08a0085v02;0.750385;0.879385;#90;pa;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0586435506184
geo020s08a0086v02;0.689932;0.818932;#92;pa;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0534592642889
geo020s08a0097v02;0.605589;0.734589;#103;p>a;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0945206952133
geo020s08a0098v02;0.653803;0.782803;#105;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0938493067408
geo020s08a0115v02;0.703003;0.832003;#124;p>a;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.101223149453
geo020s08a0116v02;0.694688;0.823688;#126;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.084247618098
geo020s08a0120v02;0.57673;0.70573;#132;pa;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.0585864839165
geo020s08a0127v02;0.593643;0.722643;#138;p>a;new;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.10454348451
geo020s08a0128v02;0.735396;0.864396;#140;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.112501297835
geo020s08a0158v02;0.708704;0.837704;#180;p>a;echo;geo020s08a0119v02;0.742065;0.871065;#130;pa;s08;answer;new;0.10436893563
