file_A;onset_A;offset_A;#item_A;phone_A;new_A;file_B;onset_B;offset_B;#item_B;phone_B;speaker;question_B;new;dist
geo020s09a0085v02;0.887397;1.016397;#376;pa;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.08670213221
geo020s09a0098v02;0.660179;0.789179;#387;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.069995960731
geo020s09a0115v02;0.629835;0.758835;#402;p>a;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0640020188401
geo020s09a0116v02;0.555656;0.684656;#404;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0543706528809
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0878841424389
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0871093420973
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0688846577422
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0724597240334
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0673248326403
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0722535117184
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0752147687729
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0746103418098
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.101258760359
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0907535417542
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.0895956118771
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0081v02;0.688793;0.817793;#371;p>a;s09;answer;new;0.079343898501
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.066422858143
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0785998842957
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0918938868866
geo020s09a0008v02;1.235627;1.364627;#303;pa;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0846848173479
geo020s09a0063v02;0.665975;0.794975;#349;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0663452617001
geo020s09a0064v02;0.58898;0.71798;#351;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0779401817598
geo020s09a0067v02;0.741245;0.870245;#354;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0799666957462
geo020s09a0068v02;0.782155;0.911155;#356;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0806495764831
geo020s09a0069v02;0.97311;1.10211;#357;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0976975518982
geo020s09a0070v02;0.69482;0.82382;#359;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0697993141805
geo020s09a0081v02;0.688793;0.817793;#371;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0718423552961
geo020s09a0083v02;0.791107;0.920107;#374;pa;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0776711841093
geo020s09a0085v02;0.887397;1.016397;#376;pa;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0767792647651
geo020s09a0098v02;0.660179;0.789179;#387;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0895807318831
geo020s09a0115v02;0.629835;0.758835;#402;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0813589260115
geo020s09a0116v02;0.555656;0.684656;#404;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0566258461272
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.085947419429
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0806923159253
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0827254870976
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0644313980674
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0650039437885
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.067729015235
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0447413114447
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0752071429228
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0853546665601
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0841087684409
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.086915738635
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0082v02;0.694431;0.823431;#373;p>a;s09;answer;echo;0.0691000151843
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0813766302304
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0957950536151
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0762996417928
geo020s09a0008v02;1.235627;1.364627;#303;pa;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0727416057091
geo020s09a0063v02;0.665975;0.794975;#349;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0775926531287
geo020s09a0064v02;0.58898;0.71798;#351;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0970220127226
geo020s09a0067v02;0.741245;0.870245;#354;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0836474188107
geo020s09a0068v02;0.782155;0.911155;#356;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0804503790618
geo020s09a0069v02;0.97311;1.10211;#357;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.104282047964
geo020s09a0070v02;0.69482;0.82382;#359;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0888760991076
geo020s09a0081v02;0.688793;0.817793;#371;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0965028158698
geo020s09a0082v02;0.694431;0.823431;#373;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0776711841093
geo020s09a0085v02;0.887397;1.016397;#376;pa;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0542027561114
geo020s09a0098v02;0.660179;0.789179;#387;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.1012325806
geo020s09a0115v02;0.629835;0.758835;#402;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0905196380738
geo020s09a0116v02;0.555656;0.684656;#404;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0893561045532
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0626889597356
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0573037358414
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.102851803236
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0937431088125
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0826810212097
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0867387087459
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0824245179575
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0885930019908
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0648447934613
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.0743613920622
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.110661005325
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0083v02;0.791107;0.920107;#374;pa;s09;answer;new;0.088610426692
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0799701589787
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0880198547462
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0767322067146
geo020s09a0008v02;1.235627;1.364627;#303;pa;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0751778029826
geo020s09a0063v02;0.665975;0.794975;#349;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0731577857698
geo020s09a0064v02;0.58898;0.71798;#351;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0987951350764
geo020s09a0067v02;0.741245;0.870245;#354;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.084142842999
geo020s09a0068v02;0.782155;0.911155;#356;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0866546118431
geo020s09a0069v02;0.97311;1.10211;#357;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.108160486027
geo020s09a0070v02;0.69482;0.82382;#359;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0870408010796
geo020s09a0081v02;0.688793;0.817793;#371;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.08670213221
geo020s09a0082v02;0.694431;0.823431;#373;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0767792647651
geo020s09a0083v02;0.791107;0.920107;#374;pa;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0542027561114
geo020s09a0098v02;0.660179;0.789179;#387;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.102606125623
geo020s09a0115v02;0.629835;0.758835;#402;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0861635407774
geo020s09a0116v02;0.555656;0.684656;#404;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0778752678099
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0639143203425
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0499371352443
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0949644335271
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0923591233466
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.086382340696
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0806257210261
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0791838194205
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0954022424597
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0640919935675
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0543709063079
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.106804944322
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0085v02;0.887397;1.016397;#376;pa;s09;answer;new;0.0810812337434
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0880376642923
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0868104331195
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0918265846785
geo020s09a0008v02;1.235627;1.364627;#303;pa;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0823266753724
geo020s09a0063v02;0.665975;0.794975;#349;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0714236779224
geo020s09a0064v02;0.58898;0.71798;#351;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.067303316391
geo020s09a0067v02;0.741245;0.870245;#354;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0595293793391
geo020s09a0068v02;0.782155;0.911155;#356;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0609240310844
geo020s09a0069v02;0.97311;1.10211;#357;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0747507999687
geo020s09a0070v02;0.69482;0.82382;#359;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0675771577309
geo020s09a0081v02;0.688793;0.817793;#371;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.069995960731
geo020s09a0082v02;0.694431;0.823431;#373;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0895807318831
geo020s09a0083v02;0.791107;0.920107;#374;pa;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.1012325806
geo020s09a0085v02;0.887397;1.016397;#376;pa;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.102606125623
geo020s09a0115v02;0.629835;0.758835;#402;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0735681444692
geo020s09a0116v02;0.555656;0.684656;#404;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0699322024902
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0872866215281
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0885228017571
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0589048764525
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0666007681622
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0600322841931
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0895005962424
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0815220595753
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0749466593868
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0843325170578
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0981047552867
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.0922644002482
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0098v02;0.660179;0.789179;#387;p>a;s09;answer;echo;0.09163651991
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0730938668592
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0872081351244
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0955781328025
geo020s09a0008v02;1.235627;1.364627;#303;pa;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0925484189542
geo020s09a0063v02;0.665975;0.794975;#349;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0710243199891
geo020s09a0064v02;0.58898;0.71798;#351;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0927778099306
geo020s09a0067v02;0.741245;0.870245;#354;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0650722882461
geo020s09a0068v02;0.782155;0.911155;#356;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0824303950053
geo020s09a0069v02;0.97311;1.10211;#357;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0900765568779
geo020s09a0070v02;0.69482;0.82382;#359;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.081400105253
geo020s09a0081v02;0.688793;0.817793;#371;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0640020188401
geo020s09a0082v02;0.694431;0.823431;#373;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0813589260115
geo020s09a0083v02;0.791107;0.920107;#374;pa;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0905196380738
geo020s09a0085v02;0.887397;1.016397;#376;pa;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0861635407774
geo020s09a0098v02;0.660179;0.789179;#387;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0735681444692
geo020s09a0116v02;0.555656;0.684656;#404;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0666609570613
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0801716705611
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0824048814901
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0812263294627
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0657064624142
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0740801905936
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0827787649585
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0837967503626
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0718968158698
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0957289397642
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0922514579214
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0942126855119
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0115v02;0.629835;0.758835;#402;p>a;s09;answer;new;0.0861664691785
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0779857233008
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0718922606165
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.109008221062
geo020s09a0008v02;1.235627;1.364627;#303;pa;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.087555539569
geo020s09a0063v02;0.665975;0.794975;#349;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0628881589717
geo020s09a0064v02;0.58898;0.71798;#351;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0726146549361
geo020s09a0067v02;0.741245;0.870245;#354;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0731521496193
geo020s09a0068v02;0.782155;0.911155;#356;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0767864381468
geo020s09a0069v02;0.97311;1.10211;#357;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0941657287718
geo020s09a0070v02;0.69482;0.82382;#359;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0834506967465
geo020s09a0081v02;0.688793;0.817793;#371;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0543706528809
geo020s09a0082v02;0.694431;0.823431;#373;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0566258461272
geo020s09a0083v02;0.791107;0.920107;#374;pa;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0893561045532
geo020s09a0085v02;0.887397;1.016397;#376;pa;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0778752678099
geo020s09a0098v02;0.660179;0.789179;#387;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0699322024902
geo020s09a0115v02;0.629835;0.758835;#402;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0666609570613
geo020s09a0119v02;0.65469;0.78369;#407;pa;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0788851665505
geo020s09a0120v02;0.559828;0.688828;#409;pa;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0769854241471
geo020s09a0127v02;0.605116;0.734116;#414;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0685123471033
geo020s09a0128v02;0.557767;0.686767;#416;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0599528692674
geo020s09a0158v02;0.663639;0.792639;#442;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0547062292866
geo020s09a0192v02;0.531963;0.660963;#464;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0659985897294
geo020s09a0194v02;0.606352;0.735352;#467;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0561973770395
geo020s09a0221v02;0.702162;0.831162;#492;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.059766150503
geo020s09a0239v02;0.700549;0.829549;#505;pa;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0900385023402
geo020s09a0240v02;0.576182;0.705182;#507;pa;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0814971730565
geo020s09a0241v02;0.820124;0.949124;#509;p>a;new;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0963735123935
geo020s09a0242v02;0.606767;0.735767;#511;p>a;echo;geo020s09a0116v02;0.555656;0.684656;#404;p>a;s09;answer;echo;0.0714410524141
geo020s09a0003v02;0.712197;0.841197;#295;p>a;new;geo020s09a0119v02;0.65469;0.78369;#407;pa;s09;answer;new;0.0816298610305
geo020s09a0004v02;0.473854;0.602854;#297;p>a;echo;geo020s09a0119v02;0.65469;0.78369;#407;pa;s09;answer;new;0.093435734692
geo020s09a0007v02;0.71899;0.84799;#302;pa;new;geo020s09a0119v02;0.65469;0.78369;#407;pa;s09;answer;new;0.0660653992706
