 file_A onset_A offset_A file_B onset_B offset_B "d(A, B)"
2 geo020s08a0180v01 1.012978 1.094834 geo020s08a0045v01 0.990282 1.071573 0.0565041575784
3 geo020s08a0192v01 0.920889 1.005559 geo020s08a0045v01 0.990282 1.071573 0.0929318712849
4 geo020s08a0213v01 1.152514 1.223825 geo020s08a0045v01 0.990282 1.071573 0.0715051294598
5 geo020s08a0045v01 0.990282 1.071573 geo020s08a0057v01 0.979869 1.085871 0.0736369633018
6 geo020s08a0080v01 0.868777 0.961853 geo020s08a0057v01 0.979869 1.085871 0.0730241674442
7 geo020s08a0180v01 1.012978 1.094834 geo020s08a0057v01 0.979869 1.085871 0.0669498188039
8 geo020s08a0192v01 0.920889 1.005559 geo020s08a0057v01 0.979869 1.085871 0.0518929003753
9 geo020s08a0213v01 1.152514 1.223825 geo020s08a0057v01 0.979869 1.085871 0.080241912256
10 geo020s08a0045v01 0.990282 1.071573 geo020s08a0080v01 0.868777 0.961853 0.0906631962723
11 geo020s08a0057v01 0.979869 1.085871 geo020s08a0080v01 0.868777 0.961853 0.0730241674442
12 geo020s08a0180v01 1.012978 1.094834 geo020s08a0080v01 0.868777 0.961853 0.0923113433067
13 geo020s08a0192v01 0.920889 1.005559 geo020s08a0080v01 0.868777 0.961853 0.0685785239829
14 geo020s08a0213v01 1.152514 1.223825 geo020s08a0080v01 0.868777 0.961853 0.070851456382
15 geo020s08a0045v01 0.990282 1.071573 geo020s08a0180v01 1.012978 1.094834 0.0565041575784
16 geo020s08a0057v01 0.979869 1.085871 geo020s08a0180v01 1.012978 1.094834 0.0669498188039
17 geo020s08a0080v01 0.868777 0.961853 geo020s08a0180v01 1.012978 1.094834 0.0923113433067
18 geo020s08a0192v01 0.920889 1.005559 geo020s08a0180v01 1.012978 1.094834 0.0832282895425
19 geo020s08a0213v01 1.152514 1.223825 geo020s08a0180v01 1.012978 1.094834 0.0736764550839
20 geo020s08a0045v01 0.990282 1.071573 geo020s08a0192v01 0.920889 1.005559 0.0929318712849
21 geo020s08a0057v01 0.979869 1.085871 geo020s08a0192v01 0.920889 1.005559 0.0518929003753
22 geo020s08a0080v01 0.868777 0.961853 geo020s08a0192v01 0.920889 1.005559 0.0685785239829
23 geo020s08a0180v01 1.012978 1.094834 geo020s08a0192v01 0.920889 1.005559 0.0832282895425
24 geo020s08a0213v01 1.152514 1.223825 geo020s08a0192v01 0.920889 1.005559 0.0818720725475
25 geo020s08a0045v01 0.990282 1.071573 geo020s08a0213v01 1.152514 1.223825 0.0715051294598
26 geo020s08a0057v01 0.979869 1.085871 geo020s08a0213v01 1.152514 1.223825 0.080241912256
27 geo020s08a0080v01 0.868777 0.961853 geo020s08a0213v01 1.152514 1.223825 0.070851456382
28 geo020s08a0180v01 1.012978 1.094834 geo020s08a0213v01 1.152514 1.223825 0.0736764550839
29 geo020s08a0192v01 0.920889 1.005559 geo020s08a0213v01 1.152514 1.223825 0.0818720725475
0 geo020s08a0080v02 0.85286 0.941804 geo020s08a0079v02 0.900558 0.983238 0.0607909606164
1 geo020s08a0179v02 0.837359 0.9204 geo020s08a0079v02 0.900558 0.983238 0.0785622451975
2 geo020s08a0180v02 0.805312 0.886198 geo020s08a0079v02 0.900558 0.983238 0.0922871658941
3 geo020s08a0191v02 0.835588 0.930363 geo020s08a0079v02 0.900558 0.983238 0.0777934469894
4 geo020s08a0192v02 0.745204 0.830944 geo020s08a0079v02 0.900558 0.983238 0.0775037294903
5 geo020s08a0079v02 0.900558 0.983238 geo020s08a0080v02 0.85286 0.941804 0.0607909606164
6 geo020s08a0179v02 0.837359 0.9204 geo020s08a0080v02 0.85286 0.941804 0.070678027671
7 geo020s08a0180v02 0.805312 0.886198 geo020s08a0080v02 0.85286 0.941804 0.0704331458764
8 geo020s08a0191v02 0.835588 0.930363 geo020s08a0080v02 0.85286 0.941804 0.0519255830464
9 geo020s08a0192v02 0.745204 0.830944 geo020s08a0080v02 0.85286 0.941804 0.0637972785746
10 geo020s08a0079v02 0.900558 0.983238 geo020s08a0179v02 0.837359 0.9204 0.0785622451975
11 geo020s08a0080v02 0.85286 0.941804 geo020s08a0179v02 0.837359 0.9204 0.070678027671
12 geo020s08a0180v02 0.805312 0.886198 geo020s08a0179v02 0.837359 0.9204 0.0570574687218
13 geo020s08a0191v02 0.835588 0.930363 geo020s08a0179v02 0.837359 0.9204 0.0709510390446
14 geo020s08a0192v02 0.745204 0.830944 geo020s08a0179v02 0.837359 0.9204 0.0634914836202
15 geo020s08a0079v02 0.900558 0.983238 geo020s08a0180v02 0.805312 0.886198 0.0922871658941
16 geo020s08a0080v02 0.85286 0.941804 geo020s08a0180v02 0.805312 0.886198 0.0704331458764
17 geo020s08a0179v02 0.837359 0.9204 geo020s08a0180v02 0.805312 0.886198 0.0570574687218
18 geo020s08a0191v02 0.835588 0.930363 geo020s08a0180v02 0.805312 0.886198 0.0681653174001
19 geo020s08a0192v02 0.745204 0.830944 geo020s08a0180v02 0.805312 0.886198 0.0726239263926
20 geo020s08a0079v02 0.900558 0.983238 geo020s08a0191v02 0.835588 0.930363 0.0777934469894
21 geo020s08a0080v02 0.85286 0.941804 geo020s08a0191v02 0.835588 0.930363 0.0519255830464
22 geo020s08a0179v02 0.837359 0.9204 geo020s08a0191v02 0.835588 0.930363 0.0709510390446
23 geo020s08a0180v02 0.805312 0.886198 geo020s08a0191v02 0.835588 0.930363 0.0681653174001
24 geo020s08a0192v02 0.745204 0.830944 geo020s08a0191v02 0.835588 0.930363 0.0504868487437
25 geo020s08a0079v02 0.900558 0.983238 geo020s08a0192v02 0.745204 0.830944 0.0775037294903
26 geo020s08a0080v02 0.85286 0.941804 geo020s08a0192v02 0.745204 0.830944 0.0637972785746
27 geo020s08a0179v02 0.837359 0.9204 geo020s08a0192v02 0.745204 0.830944 0.0634914836202
28 geo020s08a0180v02 0.805312 0.886198 geo020s08a0192v02 0.745204 0.830944 0.0726239263926
29 geo020s08a0191v02 0.835588 0.930363 geo020s08a0192v02 0.745204 0.830944 0.0504868487437
